	ID_31;;pilot3_lane7	ID_15;;pilot3_lane4	ID_14;;pilot3_lane4	ID_3;;pilot3_lane1	ID_38;;pilot3_lane8	ID_25;;pilot3_lane6	ID_26;;pilot3_lane6	ID_27;;pilot3_lane6	ID_32;;pilot3_lane7	ID_5;;pilot3_lane1	ID_19;;pilot3_lane5	ID_33;;pilot3_lane7	ID_35;;pilot3_lane7	ID_28;;pilot3_lane6	ID_9;;pilot3_lane2	ID_37;;pilot3_lane8	ID_8;;pilot3_lane2	ID_7;;pilot3_lane2	ID_10;;pilot3_lane3	ID_34;;pilot3_lane7	ID_30;;pilot3_lane7	ID_4;;pilot3_lane1	ID_36;;pilot3_lane8	ID_17;;pilot3_lane4	ID_11;;pilot3_lane3	ID_23;;pilot3_lane5	ID_40;;pilot3_lane8	ID_12;;pilot3_lane3	ID_22;;pilot3_lane5	ID_39;;pilot3_lane8	ID_21;;pilot3_lane5	ID_13;;pilot3_lane4	ID_2;;pilot3_lane1	ID_16;;pilot3_lane4	ID_29;;pilot3_lane6	ID_20;;pilot3_lane5	ID_1;;pilot3_lane1	ID_6;;pilot3_lane1	ID_18;;pilot3_lane4	ID_24;;pilot3_lane5
UBR2	0.140430642251923	0.0448749015497582	0.0614080515117342	0.127484350578484	0.0812440684812484	0.0251617504890915	0.0190063063806339	0.0706052143447966	0.0263007730091632	0.167285480258535	0	0.1352138262726	0	0	0.0518750565447095	0.0259409052007629	0.0293470333356633	0.0586028111293377	0.128209976892343	0	0	0.0426057857407736	0.0768370499702923	0	0	0.061814397901359	0.0707014063362235	0.0716937991177289	0.20162739452669	0.0684526611757098	0.00742107218813128	0	0.0485941884021853	0	0	0	0.0652922465034416	0	0	0.280246345179146
SIT1	0.0274765252018124	0.103920229955073	0.171201163332793	0.0195559883032608	0.0861058273881015	0.101563882528446	0.0322943897045963	0	0.0260196928261555	0	0.0235206278856408	0	0	0	0.00704477122054767	0	0.0177940788380484	0.0280123287712716	0.0799141167763255	0	0	0.0434956898790425	0.068022252141326	0	0.0648320080162543	0.0123698814629098	0.0707014063362235	0.125124049053436	0	0.0320851188082994	0.0397231664610302	0.0272494690458313	0.108576157949366	0	0	0.0456795094546877	0.0280700269003546	0	0	0
CASP8	0.0733017883824029	0	0.114881717973512	0.130483805732719	0.1219641508831	0.186755868200048	0.157995736623921	0.0588082499050883	0.206376994222512	0.268126261980507	0.139045715546397	0.176273099338196	0	0.14061031378018	0.105272815922512	0.241103746019502	0.14221004031874	0.163675325461738	0.119988538649386	0	0.0768844476723757	0.17908042190626	0.203830235096013	0.43388177502695	0.0712083473342405	0	0.12569245141438	0.134721198067266	0.14089584557322	0.0890450115199961	0.11471493766413	0.178253638507525	0.247879020659944	0.0824567727242483	0	0.0434252716869446	0.147088756261761	0.25874352724521	0.0634053745263699	0
ANKIB1	0.0929096061322623	0.0977176764644337	0	0.0458329023526817	0.141295012444005	0.132921966926723	0.0849532313084753	0	0.0956145212074445	0.0511842284372435	0	0	0.109333151447392	0	0.108234827868114	0.0680942601059739	0	0.0206272465038672	0	0.0555737881149173	0.025473964256568	0.105702844207093	0.0244109487865037	0.178964469046969	0	0.0123698814629098	0.0980817478189629	0.0606243955457977	0.217296500147116	0.120666973103486	0.0562307788132749	0.129207349094809	0.116966012368121	0.122818199701544	0	0.0380193764366101	0.155893012122048	0	0.50914535269124	0
MZT2A	0.180328300435873	0.203865704164566	0.234583743989042	0.113501777107758	0.183580061892764	0.0509461023432837	0.407805543481809	0.346285739275411	0.31538190152771	0.277130505600847	0.169112466420114	0.08936931677179	0.534604733952227	0.414641325665588	0.176457774546939	0.204553112479304	0.290558189798055	0.299689828213068	0.365658762432199	0.212496524720102	0.207249125903283	0.365878157755854	0.238124053143763	0.178964469046969	0.226039569706878	0.233623587810981	0.369657393882933	0.156865224572444	0.0815002189747622	0.246121845762815	0.195532928443321	0.183869253531254	0.172049559727383	0.234744337044003	0.372785557107767	0.223446295928254	0.105470918717601	0.211525196590436	0.0810082034620925	0.297941613086832
NCL	0.427142461153889	0.242304132690422	0.70040106408614	0.55363766134152	0.811331360911662	0.748005930241066	0.670509276481466	0.619787606459598	0.438630648937397	0.344782210522508	0.634763802080234	0.468738394361777	0.493856432833959	0.45855788701493	0.620008926158514	0.623338886612853	0.74233430900559	0.649192440652578	0.63349314884371	0.609225333471952	0.647645927457583	0.380221150572005	0.548095094514925	0.71482021395196	0.581615997538279	0.690990409524175	0.863938876681118	0.565094996466331	0.405992750196821	0.621997007311442	0.545141920034631	0.398181137213965	0.50473994455679	0.913467346294178	0.273712203820061	0.448507681042169	0.479803127651694	0.300702254927698	0.765470731509497	0
ITGB1BP1	0.126706160398167	0.151675438861281	0.191815326808719	0.0341657392304172	0.241185485260626	0.0305437860342967	0.12428813690969	0	0.0207672807508561	0.115177804672114	0.0748554384898521	0	0	0.119526779103513	0.13511356555779	0.178956603240164	0.0516070629025502	0.136164625977294	0.0892120034376178	0.204634255342065	0.0817692642857116	0.0494905751290241	0.133621539828175	0.1535925210114	0.16319043088568	0.0382163351445129	0.341432132160461	0.150124584095519	0.148416088577236	0.0497096937427582	0.0846466931449686	0.104410689606157	0.209610611064079	0	0	0.126226987038705	0.118679675592645	0.0723825046647386	0.233713780959573	0
HLA-DQB1	0.767647576558732	1.14944689233074	1.15006472223919	1.13175920146321	1.45141670208457	1.13440766672983	0.755676454304885	1.58413820782141	0.833759696551467	1.2086126502023	1.15074415106357	1.62700377222645	0.774656496033863	0.884329715610671	1.02309166406909	0.464468710342075	1.11868412687437	0.960619998301003	1.19320760333518	0.889414757965702	1.86229457262929	1.68886965667421	1.31340568136352	1.8852152839473	1.51670821778665	1.35880437493767	0.977992009866178	1.29233144805589	1.60706920068189	1.10357546970993	1.08315358125988	1.43683899068577	1.04292455607288	0.624559040519339	1.52717256230832	1.40445280498101	0.647221290846258	0.919254506209349	0.967205113989861	1.29878657305435
RALGPS2	0.211304855510092	0.0528427749146755	0.267429665492197	0.183410609178265	0.159137409936785	0.075391280634813	0.114853091938815	0.414951120493787	0.172564947596636	0.144488364333358	0.194626534466499	0.0683562777681918	0	0.329886358031667	0.140837844511514	0.212612938843457	0.125143702256519	0.267338306614058	0.117750212659387	0.139828424094603	0.102147130503003	0.162940514774895	0.104699406883726	0.203083150123838	0.0236916291461772	0.0676164939874348	0.133517415429998	0.118277485513176	0.21033934807469	0.135705476264976	0.149661163988481	0.141823610645322	0	0	0.442760848678692	0.14141160173399	0.274468099368959	0.126218903593645	0.123544595784523	0
CD2AP	0.115135890869001	0	0.09211595118117	0.138818772404267	0.0713905452087825	0.0280258123644677	0.085472087664364	0.06420563940541	0.115849313422362	0.0785145977941023	0.0366361043291898	0.0863698404328496	0	0	0.0439723506117089	0.0542173934678237	0.0815452292791199	0.0216703744110502	0.0760452933816369	0.0539100705891347	0.0550370044484471	0.0426057857407736	0.0640963706295521	0	0.0236916291461772	0	0.0549910450781565	0.0402032235739124	0.180702832249611	0.0548287245024709	0	0.107717245352696	0.111365953081658	0.175415711909624	0.349683596652231	0.114096132464659	0.0660625556509092	0.136611273174842	0	0.297941613086832
ADPRHL2	0.055226770760049	0.208337914668347	0.321090778848024	0.0843644027439402	0.0247421759941073	0.042468550558326	0.14584220327672	0.151795671136744	0.0576528872105539	0.0627964856676993	0.0911340589122539	0	0	0.14061031378018	0.0229976152133508	0	0.0586911494781441	0.0515233982600889	0.0787026433458256	0.117806147237603	0	0.057805440482612	0.0620181460093843	0.0984359896485233	0.15460790202322	0.120202325263564	0.133555076417815	0.160556799897329	0.052847864897222	0	0.0500745887266897	0.0283659428201588	0.0385155707977967	0.0824567727242483	0	0	0.178999841763323	0.0723825046647386	0.201978470920693	0.578187958265978
ELOC	0.282936376276372	0.299867438896221	0.168493242764801	0.122842684967888	0.0639593593246189	0.117577476102636	0.213179472614156	0.215740741892804	0.224603142899229	0.140839019568199	0.220255607077862	0.351432956003345	0.109333151447392	0.399759162333165	0.249106591588071	0.407045624743207	0.318690124002238	0.174980316128715	0.392904815528208	0.154060657411105	0.355630095806665	0.349632710356683	0.313895209553635	0.0805284793984459	0.338167070579741	0.246927028062463	0.542509751169017	0.177755154039843	0.171677081830257	0.156707274652108	0.208835344602945	0.319142156006362	0.192678813987207	0.208975657391498	0.220007541642868	0.178952999145579	0.0801353285844363	0.234693097677625	0.102429644070708	0.578187958265978
BDP1	0.164946331291687	0.324019346907596	0.130201683066389	0.197982842625154	0.280600042101534	0.219993259932411	0.141340809581223	0.235562691167172	0.161668655842326	0.207908948659997	0.184683144098046	0.201060866038756	0.409052001665856	0.441236203072851	0.310435745663449	0.210776385809014	0.0595839340982447	0.247838763041138	0.176040726925725	0.227635353305712	0.084012552832081	0.170565847022556	0.250019976919848	0.186752227134893	0.255035189549124	0.320539635474611	0.267072491847813	0.280205292566232	0.17155948788272	0.449579363402958	0.279102485861199	0.337843764149902	0.235008041360707	0.341927323001797	0	0.0900569213869542	0.31834402215027	0.327211692120209	0.614335146288182	0.280246345179146
SLC39A4	0.0374105650736241	0	0.09211595118117	0	0.0389303253246394	0.032056755993455	0.132447616035247	0	0.0149041458204829	0	0.0265618533627037	0	0	0	0.0677389705274898	0.00967488197821572	0	0	0.0357043864356494	0	0	0.0434956898790425	0	0	0.0236916291461772	0.0532265103298033	0.147700373801698	0.150893760245071	0	0	0.0812372960591648	0.0335856363708797	0	0	0.224378474969969	0.0434252716869446	0	0.0751152223609474	0	0.297941613086832
NT5C3A	0.147490827449819	0.100737823660683	0.08202221498766	0.259076773060311	0.190157066513245	0.178254579360425	0.131961413871199	0.192479824936486	0.278781287375003	0.077048118815235	0.166338727404631	0.0606865748709013	0.27305047401416	0.260137092883692	0.139963804465299	0.338225994267469	0.119701174976654	0.0126535255137969	0.167980994166927	0.166620309763977	0.285782354061987	0.246817385707878	0.188701180556699	0.108466706584505	0.141314293951527	0.0258464536816031	0.361160751638638	0.279838167713773	0	0.254600066339837	0.182561541236704	0.185786585202288	0.105889622517431	0.100445896195103	0.220007541642868	0.311700608848096	0.199254434040478	0	0.071694842586135	0.280246345179146
SCRN1	0	0.0950606511240117	0	0	0	0	0.0190063063806339	0.06420563940541	0.0553898028999056	0	0.0868415244193022	0.176273099338196	0	0.14061031378018	0.0833606415277854	0.0562394213190183	0.0463114587229999	0.0543688586883591	0.0956952761283025	0.0876937088006041	0	0.116167068669794	0.0370474549872246	0.0705350744831834	0.0662732781705222	0.0775248164118749	0.147700373801698	0.0478515623075915	0.114749154109321	0.0362291756611261	0	0.0552130681445629	0	0	0	0	0	0	0	0
ATP6AP2	0.181490713196141	0	0.0855445611674594	0.103552399442372	0.237536222370297	0.179147573675339	0.232721037548052	0.232725559279341	0.115640214284017	0.167724639162088	0.28164964419635	0.161843756819246	0.284214568366218	0	0.201315846011946	0.218145439798313	0.0547963618260231	0.285517547845556	0.224591754633202	0.206945258073073	0.250313493454774	0.309003668969221	0.156205771671137	0.0730640416129537	0.293285703393581	0.160457473433123	0.168783154155186	0.0806893266909144	0.052847864897222	0.116926024688391	0.14528104091362	0.0948111116321945	0.168363365873834	0	0.169048644858631	0.138129562704867	0.0470656155435397	0.0723825046647386	0.289561521385572	0
IRAK2	0.101617698557174	0	0	0.050198663513523	0	0	0.0800784663305475	0	0.05222088962364	0	0.146514766871663	0.173584878199373	0	0	0.0276558683357153	0.0972029324383668	0.0924642501883658	0	0.0652434414605474	0.0770770039461387	0	0	0.0595676657410124	0.206902696233028	0.0956652708704694	0.0123698814629098	0	0.067033571540238	0	0	0.00742107218813128	0.0854983796383471	0.0997084415656045	0	0	0.100337022418969	0.0652922465034416	0	0.0805568520673786	0.297941613086832
TENT5C	0.0632860450420858	0.0689100325745278	0.10096404570804	0.25471949633791	0.0673341345250919	0.373010056724133	0.134109982379673	0.0864745310305182	0.260263000594533	0.204755671430695	0.158709190797189	0.183942802235487	0.130674151432943	0.173794758277812	0.169219670709873	0.0388385069373473	0.122791730092611	0.175045727154932	0.19369530893703	0.0508000157193566	0.238015495536843	0	0.176079276551923	0.0666913320515596	0.110179119260395	0.0315814994899077	0.39661156153409	0.139126952818003	0	0.0675959027630411	0.119103108114607	0.0381462916636562	0.0926287311299946	0	0	0.0732727163048517	0.267206145483247	0.0946332423333692	0.123544595784523	0.483090443477573
ZDHHC21	0.0296020805763	0.0900281786358045	0.200426279140971	0.103936353974278	0.0801186670966267	0.032056755993455	0	0.167404419173115	0.0282695267891021	0	0	0.163383479621645	0	0	0.0379081544793685	0.0691135815481634	0.0586439988957284	0.0656183729663884	0.0762631101525846	0.104710086308491	0.0856973507293616	0.110828255127635	0.0954035971337968	0	0.115431833232245	0.102316352902721	0	0.0144751820928709	0	0.0323735354219703	0.00742107218813128	0.0195005074328611	0.0345931482749896	0	0.148407082137798	0	0.0520653016840817	0	0.161565055529471	0.297941613086832
SNRPC	0.226199400517218	0.233881275508175	0	0.312161136246325	0.132372522231017	0.222771637355765	0.450914177260622	0	0.289462146019897	0.181490447687624	0.0787947139721272	0.0508255756339981	0	0	0.184708327967377	0.116915651483173	0.189751418099352	0.201985657819011	0.296626619686297	0.353433341492942	0.0326651877785893	0.155013914764734	0.141138577598424	0	0.129069139138563	0.310902905045219	0.418431099625935	0.11935447487766	0.357774508927602	0.29349975941482	0.272049119744304	0.250028483929462	0.144183773289403	0.208809834763539	0.125305121682262	0.180448527872256	0.16256792324266	0.136611273174842	0.27849847747728	0.297941613086832
SLC25A36	0.0867287079121099	0	0.27510221187687	0.180682469246242	0.110940412072093	0.0568141140943481	0.247975977784857	0.0864745310305182	0.035671426571339	0	0.0662047996492369	0.210090892976379	0.110576988496145	0.259148848552986	0.0633441537402847	0.0850588379965879	0.128193260296135	0.080187279510655	0.0731256229505235	0.129944344578929	0	0.149198534086135	0.0751406515174863	0	0.173729345993602	0.0903009030288842	0	0.0905325912488515	0.177068442654776	0.142919387801651	0.0815356313554648	0.0335856363708797	0.0372888673773409	0.0861574576899534	0.148407082137798	0.106329938660329	0.0520653016840817	0	0.299259709842063	0
NPM1	1.24071445199685	0.99575506820497	1.08214274142399	1.22682648724521	1.29778906410767	1.3377754291452	1.30467373840058	1.31369815168926	1.08150881182278	1.08490294945914	1.47055459856041	1.14609060978269	1.36745192205975	1.00047305862161	1.17312497957215	1.38026583141014	1.35244675986793	1.16692059999247	1.17874483095956	1.17803539707411	1.12879727879735	1.54099502675605	1.23179635296225	1.1689771292935	1.28968999939808	1.35607760561517	1.55086000778645	1.41491884462172	1.05989575477496	1.06521558011832	1.28679309731325	1.26380543689141	1.25565806503193	1.36440062885339	0.480971010870404	1.1697552463388	1.18445394711914	1.19315475662068	1.40515033347016	1.48291939866763
SLBP	0.132357739018054	0.175185503543675	0.593062422305292	0.0755933534975281	0.191165522497936	0.121380879009227	0.194196298420769	0.0981519163634518	0.0576528872105539	0.171301618832036	0.297814432487081	0.353551979345234	0.552431222915819	0.275618378857368	0.173846949074735	0.249754064311213	0.135756511267768	0.154956124031955	0.215076179170575	0.110173801238037	0.283682401865072	0.105135074292283	0.221799198466932	0.248246276571452	0.43900377304479	0.171447126542748	0	0.254157916655179	0	0.080336299924197	0.131180013882228	0.116119417451992	0.16082104644361	0	0.389056186501499	0.152654366884962	0.249255285525844	0.0547316979783325	0.152703046048228	0.280246345179146
PDE6D	0.0426855832138948	0	0.132218649837432	0.0704419214156383	0	0.050137874298371	0.0322960754743837	0	0.0548134680811045	0.0615602304777667	0.0391173869597906	0	0	0	0.0478180274194005	0	0.0688878274283331	0	0.0277572615192055	0.0600357479677292	0.0328064701830037	0.0426057857407736	0.0938172942098446	0	0.0679151150441819	0.0402556405868613	0	0.0336768914725376	0.149386679827725	0.152383849436639	0.0234207605401596	0	0	0	0.224378474969969	0.111512493161463	0.196642649971501	0.0723825046647386	0.0810082034620925	0
SGK1	0.0616005973385402	0.0491482067964991	0	0	0	0.102080385553859	0.217346482622464	0	0.226587798942005	0	0.118835155895745	0	0.152221108490674	0.544145162868734	0.0416676726691797	0.10933838211711	0.136074053806157	0.116662712701008	0.0873448982278751	0.0480001258061837	0.0328064701830037	0.296683447148234	0.0552380805036207	0.250038045243982	0	0.0676164939874348	0.202691418879855	0.17065250812127	0.149386679827725	0.160681610765968	0.0424399124371264	0.0542253375495404	0.100168593174867	0	0.224378474969969	0.0380193764366101	0.0520653016840817	0.450719587356382	0.152877612362405	0
COPS7B	0.119142466670837	0.0448749015497582	0.27251827164465	0.104607660646056	0.155019846070095	0.0251617504890915	0.117715196825727	0	0.0756841828670163	0	0.0918318328862648	0.133161014918357	0.226335602028521	0	0.0655209078443584	0.0949949862442667	0	0.036502203310998	0.0118281777408942	0	0.0393341986035915	0	0.0593153090802929	0	0.0474508955207319	0.072849898607598	0.0707014063362235	0.0661800936702098	0	0.0852254549150471	0.0917947457874942	0.0448958263293253	0	0	0.148407082137798	0.044950179253837	0.0442021524346242	0	0.071694842586135	0
BSDC1	0.0251347200300669	0.218116720218456	0.08202221498766	0.123201414545041	0.198454591499385	0.123912770514341	0.132036922036291	0	0.0841391376847393	0.116101251821292	0.0850917928928431	0.0606865748709013	0	0.260137092883692	0.0693002951534368	0.0629791330909949	0.113264275357161	0.110430221880568	0.113231805513911	0.161184046382239	0.146365201012672	0.264319823793105	0.219597016855749	0.0730640416129537	0.102636946797364	0.1162635607704	0	0.0410296794949237	0.39869306905085	0.0120220054547715	0.133815140844183	0.288098179288116	0.209301055538336	0	0.224378474969969	0.227062444306154	0.137159856626384	0.167015746998108	0.0893002029711111	0
PLP2	0.455863631946436	0.933055660838574	0.817202289478637	0.80219479900147	0.571913205780741	0.621026512221784	0.79973810373014	0.616830569015048	0.744587858966754	0.572081033763169	0.569006743550028	0.876934095140453	0.638954130317065	0.703944365946167	0.692666635302931	0.802765788074207	0.548573685011045	0.456172274699199	0.370599255074496	0.672829077589214	0.65229373287678	0.607854503116524	0.553272726764292	0.728630322341388	0.522723716662644	0.653130809839629	0.311312304471342	0.624618993115093	0.518204258689976	0.725119936108106	0.713814541139248	0.569829891802457	0.911116479955747	0.955604047278218	0.451166178211664	0.505349878486725	0.741322416900191	0.740243324586277	0.76742060811837	0.763336788656719
TCOF1	0.0611239085554845	0.285166814527427	0.0855445611674594	0	0.127561514458111	0.150787999937647	0.070450945746134	0.223475785075009	0.0345266998042376	0.110206012112714	0.218788077063647	0	0	0.173794758277812	0.16822618038718	0.066996665302083	0.237818833902004	0.226881818212106	0	0.0680818548179778	0.196562449200445	0.110473887834442	0.178550201835828	0.285188216783416	0.248230032339378	0.0123698814629098	0	0.220926203785465	0.317125006760891	0.107994401810781	0.12585831635611	0.133692746528121	0.0380289713368142	0	0.224378474969969	0.140009391573146	0.273868894492507	0.28230597697139	0.197941625409901	0
ANKH	0.171311944107519	0.19273488160835	0	0.0443967826006253	0.132549100315247	0	0.0978021621598645	0	0.138796163179978	0.0783320205423424	0.161315193029175	0.0909090395741887	0.286722174865975	0	0.0209315722196592	0.0645436008212311	0.0639450556343369	0.0671897122640441	0.125682500821484	0.0798646968939055	0.066706316445124	0.0475137491922826	0.0892772223629389	0.244402534139828	0.0649038137741914	0.096703493526403	0.0549910450781565	0.0320004645086268	0	0	0.0563021756128932	0.060314222148703	0.0412155401784749	0	0	0.0380193764366101	0.23162287790459	0	0.0805568520673786	0
GGPS1	0	0.168541253084421	0	0.142357799351499	0.0458391138064306	0.0521906673690313	0.235812278857315	0	0.0684149655961237	0	0.162728527451755	0.236605130837607	0.110576988496145	0.119526779103513	0.137896819257372	0.0516671244028307	0.0603924232558957	0.177614268375774	0.0364422124258893	0.0591695763737015	0.0943768535282808	0.105702844207093	0.0415407936857495	0.104647160475315	0.127043829126153	0	0.133555076417815	0.0320004645086268	0	0.0316599774032774	0.079869663797766	0.181787340181776	0.0826428843164011	0.0859916350619949	0.125305121682262	0.0838722275812932	0.0210856953825264	0.0642287685101029	0	0
LTA	0.0426855832138948	0.0491482067964991	0	0	0	0.0782553425101891	0.0285908931044135	0	0.0260196928261555	0.0661563437910153	0.021654612009567	0	0	0.103057248799131	0.0521281493339455	0	0.0334869260603451	0.0257401350369261	0.0153556865439313	0.0480001258061837	0	0	0.0866433447473971	0	0	0	0	0.0144751820928709	0.158440104142602	0.0323735354219703	0.0200410192390788	0.0293384033372564	0	0	0	0.138983726111575	0	0.0547316979783325	0	0
UBAP2	0	0.0883459358095863	0	0.0476372731390836	0.0247421759941073	0.0493874639625598	0	0.0809298881425969	0.0605050257517947	0	0.044707812430635	0	0.109333151447392	0	0.0453485876292073	0.0224945351904533	0.0580593641310436	0	0	0.0539100705891347	0	0.105702844207093	0.0171825366211493	0	0.0579648104846201	0.0563678251674831	0.12569245141438	0.0451059776599908	0	0.0710213976017946	0.0218346190171357	0.028949376268624	0.0821610627182552	0	0	0.0387422709067488	0	0.117052042441211	0	0
MRPS17	0.148775628598136	0.0491482067964991	0	0.0476372731390836	0.0403425847151334	0.13447241398716	0.106803793600725	0	0.0344853329256391	0.0584919919678034	0.121501648645156	0	0	0	0.0819656688138031	0.084325066901295	0.137813160076464	0.0222862580283537	0.0363515837896785	0.0555737881149173	0.0568521241898612	0.0475137491922826	0.0615315107502231	0.168971064131707	0.0474508955207319	0.0742428004313962	0	0.0484832972258433	0	0.086424810283375	0.130012324810342	0.0597993643095284	0	0.100445896195103	0.125305121682262	0.0799740504828296	0.0520653016840817	0.0751152223609474	0.0810082034620925	0
RPL26L1	0.0625452851036911	0.0523887897252552	0.08202221498766	0.117201577967674	0.0992444464674744	0.130160780142578	0.0322943897045963	0.268126883586976	0.153211572454857	0	0.0397356932238786	0	0.110576988496145	0	0.0631725825092596	0.133601565587557	0.0923962954251216	0	0.0758223152471182	0.172791941126469	0.0326651877785893	0.0821745789882607	0.16163187953308	0.1535925210114	0.115431833232245	0.0575942344689673	0.202691418879855	0.0758265067980796	0	0.122653985944501	0.0612952316932376	0.070122238569907	0.138363910374914	0.168614230414202	0.256592535900435	0.0893251815616332	0.0784966046921944	0.0714872056153124	0.071694842586135	0.297941613086832
CDC42EP3	0.106221448140313	0.0618006790176797	0	0.0195559883032608	0.0656436597602223	0.0773524178581229	0.303107517965787	0	0.111641657720237	0	0.0494772141573316	0.0508255756339981	0	0.500983660271468	0.0550486075178888	0.0550551435030164	0.155367388674241	0.104337615287798	0.132758669705713	0.095976178221467	0.0405411758660819	0.219314392613098	0.103804323385424	0.115531584835352	0.0859057697295821	0.137278172496475	0.0549910450781565	0.0512811986811766	0.158551502488529	0.0648378413136416	0.0621383061107944	0.0653957607094874	0.0602861304564195	0	0.317455726996429	0.0480454606118641	0.135275324119462	0.208709660145928	0.210930346456737	0
CENPH	0.101861998246833	0	0	0.0697546518167838	0.0791433745743616	0	0	0	0.105433771778889	0.0661563437910153	0	0.0909090395741887	0.230434352797002	0	0.0787008578918962	0.097056333846015	0	0.0479853701052298	0.0766580175568121	0.0842546359796856	0.0369447480769474	0.057805440482612	0	0	0.0481485526824061	0.0589493555462779	0	0.0320004645086268	0.088047980675998	0.0362291756611261	0.122934045744421	0.0393169075831429	0.0303419414030108	0	0	0.044950179253837	0.0963475537851282	0	0.0634053745263699	0
ARMCX6	0.0454583846235064	0.136763952399096	0	0.0195559883032608	0.0712194568359791	0.0470933875867202	0.0190063063806339	0.0984175041113622	0.0419704628197537	0.0891222646534578	0.0366301875739612	0	0.095661450595578	0	0.128851145172807	0.0685838561841961	0.0726956867190819	0.118826478610478	0.0357043864356494	0.0362545101735019	0.0382294184756203	0.0920963608697978	0.107168899497123	0	0.0527089196913455	0.0506816908648619	0.12569245141438	0	0.088047980675998	0	0.0519194526753992	0.108042329470734	0.0412700540260496	0	0	0.169026630507802	0	0.169726557092093	0	0
UBAP1	0.0540070461094202	0.130320789211077	0	0	0	0.0535234797175874	0	0	0	0	0.0446833700660125	0.0818790126365659	0	0.103057248799131	0.080480446876061	0.0260959793916074	0	0.0379755646254705	0.0139320738107427	0.104710086308491	0.0482313547119228	0	0.0692812289357197	0	0.0622141405834049	0.0437214289455161	0	0	0	0.0399304040062832	0.0159996883520283	0.0298452276641962	0.0779715407103703	0	0.169048644858631	0.123442558013046	0.0401830709004503	0	0.0805568520673786	0
NSD1	0.346607946697185	0.461651816644737	0.114881717973512	0.174528253094643	0.208717514975624	0.229299719113995	0.272701480018884	0.333187455043851	0.247282626939807	0.261028775058202	0.124994602367888	0.0606865748709013	0.130674151432943	0.119526779103513	0.0604027532813639	0.149286050644814	0.202875264416566	0.203574235219889	0.186027904773006	0.225614702596149	0.0545347371712113	0.0954306557760994	0.225126285684522	0.108466706584505	0.129771140146261	0.214059979682512	0.273392825216078	0.153230424986017	0.217296500147116	0.247498420314184	0.386646126994025	0.112477128788272	0.296284592846519	0.168448407786243	0	0.129796342084436	0.0555263768027457	0.251485090140001	0.167024916921357	0
AC245297.3	0.121541518767352	0.335624707889211	0.17413816616883	0.175341023214923	0.400946791285261	0.562036987835703	0.298499118995558	0.466816598073601	0.18137577336303	0.399947587646299	0.176890249604666	0.482409574113236	0.284214568366218	0.119526779103513	0.225365752818067	0.315971701217614	0.327579721085385	0.352721449329727	0.165852272286754	0.568479238731677	0.280058197674698	0.112105497659838	0.302655233173472	0.139755373664513	0.164954974294335	0.252794756292857	0.147700373801698	0.144434463898785	0.155627848103245	0.242472604082533	0.237077762976072	0.3125544305201	0.31981212325509	0.149255176427087	0.613434661471468	0.364042503072308	0.111690859687424	0.143869710280051	0.348515025840364	0
HSD17B10	0.197231349271721	0.155333100371197	0.0855445611674594	0.166875371951731	0.345315600235862	0.106351389120969	0.194407285367344	0.382316517998223	0.105281011276817	0.0421429367759019	0.18477885949771	0.0818790126365659	0.109333151447392	0.333053825652967	0.272269322567942	0.196901426918494	0.155709952006988	0.0450300712769418	0.279560716300017	0.0991839748353208	0.203511273276388	0.0945407516378305	0.234224937220904	0.0730640416129537	0.184617649742545	0.148937985646017	0.532223208702965	0.189507271724305	0.0720535384891867	0.0981265154929692	0.0979681820509301	0.126634244020422	0.160578082047741	0.223264095896647	0.169048644858631	0.124240802160564	0.11068465469009	0.211726495535789	0.135100217112505	0.578187958265978
ZDHHC12	0.0654720143612614	0.246475962068286	0.143430266499394	0.0476372731390836	0	0.291898609542715	0.106439330691651	0.180536851855642	0.174227856086584	0.171236450882814	0.11039079111627	0.0909090395741887	0	0	0.109841685315635	0.138611548218616	0.0334033502441285	0.0845609433375886	0.183917243603623	0.2500444560836	0.0300840088409333	0.211441849621338	0.134235475371875	0.0632858181090892	0.104960856653693	0.167683398659001	0.0549910450781565	0.149373821623875	0.225377944030431	0.137664326739301	0.12315474985988	0.301322739520505	0.19953749211674	0	0.224378474969969	0.185682465297122	0.0784966046921944	0.0547316979783325	0.255314597122907	0.297941613086832
PPP1R11	0.231006184471603	0.214065588288957	0.256252693410807	0.15848071465742	0.158593890176894	0.228024177169595	0.201465043799018	0.142825011051421	0.223092999567484	0.151366888438554	0.185353706631212	0.218324049329414	0	0.14061031378018	0.218471898169834	0.220465389418452	0.168733039187209	0.081623595225822	0.219738245849205	0.219522420661381	0.230379600128021	0.31127564871384	0.263420517675413	0.0705350744831834	0.215624150047644	0.159675523511441	0	0.198249959484075	0.254030298107971	0.139731784546294	0.183605690109776	0.217439524306897	0.124281598508403	0	0.514361308183761	0.166493442259353	0.126561012786418	0.158862010843472	0.204101447851901	0
